,date,time,temperature_celsius,weather,wind_speed_km,wind_direction,humidity,barometer_mbar,visibility,degree,Cleaned Wind Direction,alerta_crecida,TIME,HEIGH_m
6864,2022-10-06,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,1.46
6862,2022-10-06,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,12:10:00,0.52
6854,2022-10-06,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,0.52
6855,2022-10-06,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,0.52
6856,2022-10-06,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,0.52
6857,2022-10-06,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,0.52
6863,2022-10-06,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,16:57:00,0.74
6859,2022-10-06,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.74
6860,2022-10-06,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.74
6861,2022-10-06,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.74
6865,2022-10-06,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,22:26:00,0.57
6858,2022-10-06,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.57
6898,2022-10-07,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,23:53:00,0.55
6897,2022-10-07,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.55
6896,2022-10-07,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.55
6895,2022-10-07,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,0.55
6894,2022-10-07,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,0.55
6893,2022-10-07,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,05:05:00,1.44
6892,2022-10-07,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,1.44
6891,2022-10-07,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,1.44
6890,2022-10-07,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.44
6899,2022-10-07,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.44
6889,2022-10-07,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,1.44
6885,2022-10-07,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,1.44
6877,2022-10-07,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,1.44
6878,2022-10-07,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,13:27:00,0.47
6879,2022-10-07,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,0.47
6880,2022-10-07,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,0.47
6881,2022-10-07,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,0.47
6887,2022-10-07,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,0.47
6882,2022-10-07,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,18:14:00,0.73
6883,2022-10-07,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.73
6884,2022-10-07,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.73
6888,2022-10-07,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.73
6886,2022-10-07,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.73
6913,2022-10-08,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.73
6914,2022-10-08,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.73
6915,2022-10-08,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.73
6916,2022-10-08,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,0.73
6922,2022-10-08,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,0.73
6918,2022-10-08,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,0.73
6919,2022-10-08,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,06:17:00,1.43
6920,2022-10-08,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,1.43
6921,2022-10-08,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.43
6912,2022-10-08,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.43
6917,2022-10-08,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,1.43
6910,2022-10-08,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,1.43
6904,2022-10-08,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,1.43
6900,2022-10-08,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,1.43
6901,2022-10-08,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,14:29:00,0.41
6902,2022-10-08,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,0.41
6911,2022-10-08,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,0.41
6909,2022-10-08,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,0.41
6905,2022-10-08,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.41
6906,2022-10-08,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,19:13:00,0.76
6907,2022-10-08,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.76
6908,2022-10-08,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.76
6903,2022-10-08,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.76
6945,2022-10-09,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,YES,,0.76
6944,2022-10-09,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,YES,01:18:00,0.52
6943,2022-10-09,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,YES,,0.52
6942,2022-10-09,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,YES,,0.52
6941,2022-10-09,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,YES,,0.52
6940,2022-10-09,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,YES,,0.52
6939,2022-10-09,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,YES,,0.52
6938,2022-10-09,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,YES,07:21:00,1.4
6937,2022-10-09,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,YES,,1.4
6936,2022-10-09,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,YES,,1.4
6935,2022-10-09,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,YES,,1.4
6934,2022-10-09,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,YES,,1.4
6931,2022-10-09,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,YES,,1.4
6923,2022-10-09,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,YES,,1.4
6924,2022-10-09,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,YES,,1.4
6925,2022-10-09,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,YES,15:19:00,0.37
6926,2022-10-09,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,YES,,0.37
6927,2022-10-09,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,YES,,0.37
6933,2022-10-09,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,YES,,0.37
6928,2022-10-09,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,YES,,0.37
6929,2022-10-09,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,YES,20:02:00,0.81
6930,2022-10-09,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,YES,,0.81
6932,2022-10-09,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,YES,,0.81
6959,2022-10-10,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.81
6960,2022-10-10,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.81
6961,2022-10-10,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.81
6962,2022-10-10,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,02:31:00,0.46
6968,2022-10-10,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,,0.46
6964,2022-10-10,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,0.46
6965,2022-10-10,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,0.46
6966,2022-10-10,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,0.46
6967,2022-10-10,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,08:19:00,1.37
6958,2022-10-10,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,1.37
6963,2022-10-10,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,1.37
6956,2022-10-10,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,1.37
6954,2022-10-10,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,1.37
6946,2022-10-10,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,1.37
6947,2022-10-10,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,1.37
6948,2022-10-10,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,1.37
6949,2022-10-10,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,16:02:00,0.37
6955,2022-10-10,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,,0.37
6951,2022-10-10,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.37
6952,2022-10-10,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.37
6953,2022-10-10,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.37
6950,2022-10-10,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.37
6957,2022-10-10,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.37
6982,2022-10-11,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.37
6983,2022-10-11,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.37
6984,2022-10-11,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.37
6985,2022-10-11,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,0.37
6991,2022-10-11,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,03:33:00,0.42
6987,2022-10-11,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,0.42
6988,2022-10-11,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,0.42
6989,2022-10-11,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,0.42
6990,2022-10-11,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.42
6981,2022-10-11,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,09:12:00,1.32
6986,2022-10-11,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,,1.32
6979,2022-10-11,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,1.32
6969,2022-10-11,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,1.32
6978,2022-10-11,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,1.32
6977,2022-10-11,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,1.32
6976,2022-10-11,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,1.32
6975,2022-10-11,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,1.32
6974,2022-10-11,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,16:41:00,0.38
6973,2022-10-11,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.38
6972,2022-10-11,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.38
6971,2022-10-11,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.38
6970,2022-10-11,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,,0.38
6980,2022-10-11,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,0.38
7013,2022-10-12,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,NO,,0.38
7012,2022-10-12,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,NO,,0.38
7011,2022-10-12,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,NO,,0.38
7010,2022-10-12,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,NO,,0.38
7009,2022-10-12,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,NO,04:29:00,0.4
7008,2022-10-12,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,NO,,0.4
7007,2022-10-12,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,NO,,0.4
7006,2022-10-12,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,NO,,0.4
7005,2022-10-12,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.4
7014,2022-10-12,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,NO,,0.4
7004,2022-10-12,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,NO,10:02:00,1.26
7000,2022-10-12,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,NO,,1.26
6992,2022-10-12,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,NO,,1.26
6993,2022-10-12,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,NO,,1.26
6994,2022-10-12,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,NO,,1.26
6995,2022-10-12,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,NO,,1.26
6996,2022-10-12,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,NO,,1.26
7002,2022-10-12,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,NO,17:16:00,0.42
6997,2022-10-12,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,NO,,0.42
6998,2022-10-12,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,NO,,0.42
6999,2022-10-12,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,NO,,0.42
7003,2022-10-12,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,NO,22:08:00,1.04
7001,2022-10-12,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,NO,,1.04
7037,2022-10-13,00:00:00,15,Clear,17,Wind blowing from 110° East-southeast to West-northwest,0.77,1022,16.0,110.0,East,YES,,1.04
7036,2022-10-13,01:00:00,16,Clear,13,Wind blowing from 90° East to West,0.77,1022,16.0,90.0,East,YES,,1.04
7035,2022-10-13,02:00:00,16,Clear,13,Wind blowing from 90° East to West,0.83,1022,16.0,90.0,East,YES,,1.04
7034,2022-10-13,03:00:00,15,Clear,9,Wind blowing from 70° East-northeast to West-southwest,0.82,1021,16.0,70.0,East,YES,,1.04
7033,2022-10-13,04:00:00,15,Clear,7,Wind blowing from 10° North to South,0.82,1020,16.0,10.0,North,YES,,1.04
7032,2022-10-13,05:00:00,13,Clear,2,Wind blowing from 0° North to South,0.88,1020,16.0,0.0,North,YES,05:20:00,0.41
7031,2022-10-13,06:00:00,15,Cloudy,7,Wind blowing from 350° North to South,0.88,1021,,350.0,North,YES,,0.41
7030,2022-10-13,07:00:00,15,Cloudy,7,Wind blowing from 20° North-northeast to South-southwest,0.88,1021,,20.0,North,YES,,0.41
7029,2022-10-13,08:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,YES,,0.41
7028,2022-10-13,09:00:00,16,Cloudy,9,Wind blowing from 350° North to South,0.83,1022,,350.0,North,YES,,0.41
7027,2022-10-13,10:00:00,17,Cloudy,9,Wind blowing from 0° North to South,0.77,1022,,0.0,North,YES,,0.41
7026,2022-10-13,11:00:00,17,Cloudy,11,Wind blowing from 30° North-northeast to South-southwest,0.77,1022,,30.0,Northeast,YES,10:50:00,1.19
7020,2022-10-13,12:00:00,18,Cloudy,11,Wind blowing from 40° Northeast to Southwest,0.78,1022,,40.0,Northeast,YES,,1.19
7015,2022-10-13,13:00:00,19,Clear,13,Wind blowing from 60° East-northeast to West-southwest,0.78,1022,16.0,60.0,Northeast,YES,,1.19
7016,2022-10-13,14:00:00,19,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.78,1021,,40.0,Northeast,YES,,1.19
7017,2022-10-13,15:00:00,19,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.73,1021,16.0,70.0,East,YES,,1.19
7018,2022-10-13,16:00:00,19,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.68,1020,,50.0,Northeast,YES,,1.19
7019,2022-10-13,17:00:00,20,Clear,7,Wind blowing from 60° East-northeast to West-southwest,0.56,1020,16.0,60.0,Northeast,YES,,1.19
7025,2022-10-13,18:00:00,19,Cloudy,11,Wind blowing from 90° East to West,0.68,1021,,90.0,East,YES,17:47:00,0.47
7021,2022-10-13,19:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.77,1021,16.0,110.0,East,YES,,0.47
7022,2022-10-13,20:00:00,16,Clear,11,Wind blowing from 110° East-southeast to West-northwest,0.83,1021,16.0,110.0,East,YES,,0.47
7023,2022-10-13,22:00:00,16,Clear,11,Wind blowing from 120° East-southeast to West-northwest,0.77,1022,16.0,120.0,Southeast,YES,,0.47
7024,2022-10-13,23:00:00,17,Clear,13,Wind blowing from 110° East-southeast to West-northwest,0.83,1022,16.0,110.0,East,YES,22:47:00,1.13
